text,labels
 Liberal Dictionary: -Illegal Immigrants: Dreamers -Trump Supporters: Deplorables -MS-13 Killers: Human Beings -Human Beings in the Womb: Not Human Beings -Antifa: Protestors -Law Abiding NRA Membbbqers: Terrorists -Bill Clinton: Feminist -Brett Kavanaugh: Predator,0
 You realize how useless your argument is? If you drunk drive you get arrested  You re punished  If you kill someone while drunk driving that is murder  There are rules AND regulations AND safety precautions for both drinking AND owning and operating a vehicle  We need gun control,1
 in the UK we are desperately trying to protect our National Health Service (free at the point of delivery) from right wing conservatives who admire the American model ,0
 Serena is a bully  She threatened to shove a ball down the throat of a line judge in the 09 US Open  She was 2 points away from losing in the semifinals when she dbl faulted  She went ballistic and was penalized a point  She lost the match due to her threats  She s a bully ,1
 Every one of them need to be put away for life,0
The Law and Order president really hates law enforcement! Lol #MAGA URL,1
 There you are! ,0
 I purposefully had my damsel  be a bit of a badass  She is saved by the protag  saved by the third party member  and sticks her neck out to save their hind quarters just as often (if not more!)  Sure  she may have ulterior motives (*evil laugh*) but she s still pretty kickass! ,1
 Nobody cares about paid protesters the Capitol Police need to get a hold on them lock them up,1
 If this yutz was any dumber she d have to be watered twice a week!,1
 Don t forget Antifa    and  ACORN    And that terrorist that Obama  palled (??) around with! Hahahahahha   do you listen to your own malarkey? ,1
 I follow all these MAGA Patriots n got a couple new ones toops tweeeeeetrrrr I dont like u hiding these n making it hard to see these trains to follw URL,0
 needs serious psychiatric help  This guy is an anger management bi polar psych 101 case study  URL,1
#LeviStrauss Takes Stand On Gun Control #LEVISTRAUSS&amp;COMPANY #SanFrancisco #America URL URL,0
 This is rich coming from the spokesperson of an organization that blocks EVERY commonsense gun control bill  EVERY ONE,0
 Hah! The fucking Chats!?! Onya Boys!,1
 Also he is not even ACCUSED of rape ,0
 People who employ fascist tactics are fascists  That s what ANTIFA does  Do you want me to start posting videos of ANTIFA riots?,1
 yes he is,1
 Like how the NRA is biased against gun control  ,0
1) Ultimately  the defense of Kavanaugh by Republicans  conservatives  their media and public is a manifestation of America s rape culture -- the latter being neither  colorblind  or  race neutral    ,0
Our only option to SAVE our Country    Is to NEVER stop FIGHTING for her    Vote MAGA Red URL,0
 Or like blm and liberals over the past couple of years,0
 Funny how the Conservatives didn t like it when one of there s defected but they sure didn t mind when a Liberal defected  Where s there integrity in this?,0
 You are such a generous gal! Bringing STEAM and spending your time to give to others  Thank you for everything you do help this planet! ,0
 OMG HE IS SO EXTRA ILY,0
 It really is  My abs are lot more defined but I miss lifting heavy ass weight  Thank you girl!,1
 Exactly  He is on record basically saying the President is above the law   It should be noted that the #gop is fine with this  Rudy has his own issues  URL,0
 fash &lt;That s a give away phrase for #antifa types  the genuine fascists who want to close down free speech  This [ex-]muslim nails the apologists who are really just providing cover for radical islam  URL,0
(Part 3) Hey  Potato   //Yeah?  How is our inkling girl sidekick so OP?  //   Good question   She really is strange  isn t she?  //Yeah; but she IS our sidekick  ,0
 I am suggesting ways for our Climate Barbie to lead by example  Something liberals don t know how to do  5 ethic code violations will prove that ,0
 Whats the difference between #Kavanaugh and One of these men admitted to groping a 15 year old girl years ago  The other is going to be #confirmed to the SCJ #DemsareFrauds #DemsAreDone #WalkAwayDemocrats2018 #redwave #VoteRedSaveAmerica #trumptrain #MAGA URL,0
 Should I share the quotes from notable U S conservatives?,0
 Its for pornhub   ,1
 So you are defending antifa? Is that your stance?,0
 Fk that,0
 Yeah  Well you don t deserve to be free! Funny how this started on slaves and ended up on you wanting to be one! Be sure and thank the Dems for creating the KKK and ANTIFA! Their contributions to the fabric of American politics ,0
 yeah he had to go back to the faerie world to handle shit there,1
 This is purely a move to block a nomination  Liberals said early on they would not vote for him  This made up story is a slap in the face to all who were really sexually harassed  It shows liberals really dont care about any true victims  Power first ,1
 Not only the Antifa got quite alot Israel supporters  You ll find Israeli flags at the right winger protest just as well  Oh the irony URL,1
 knew it was a lie can see you laughing to yourself as you was writing it    you are way too engrossed in Thames yourself that you will be playing it right up until #FM19 beta comes out : ),0
#TuesdayThoughts The White men   Anyone else tired of identity politics? And see how women are the victim by the liberals  Go vote Aren t you tired of getting bashed? ,0
 He s an actor and a comedian not a political leader,0
 is paid to attack the credibility of anyone who criticizes or accuses Trump of wrong doing  He is a paid political hitman disguised as a journalist  He is a hack!,1
 I don t think you know what you re advocating for  And you certainly don t know that saying what you said leads to a bunch of shit you probably wouldn t like whether that s what you meant or not ,0
Wow New Petition Demands Keith Ellisons Accusers be Allowed to Testify Before Congress God bless Trump! 4ever #MAGA #KAG #DeepState #WalkAway #RedWave2018    URL via ,0
 So the first thing you do is put the black guy up and call out that we are using the race card  Shows how racist you are  Maybe put a Latino or woman up next ,1
 Disgusting!,1
 He looted our money and now he is repaying our debts,0
#Spanishrevenge vs  #justice #HumanRights and #FreedomOfExpression #Spain is a #fakedemocracy #cddr #shameonSpain #WakeupEurope URL,0
 do you have any other recourse? This is so wrong on so many levels  Can you sue them? I wish there was a way to reinforce your points on the mistreatment you have received  Liberals are full of hate and discontent and unfortunately there are more of them than us  Idiots  URL,1
 God help us  Please get out and vote!,0
 Eric Holder should ve been in his 2nd yr at Gitmo  What s the update on Gitmo s expansion? Why is he still breathing in our freedom air?,0
 Did you have to scalp Custer ?,0
 sex games will make you feel like you re actully having sex or  as ign would describe it it really makes you feel like you re fucking some whore in an alleyway  ,1
 I can t believe Quin invented gun control,0
 He is what the industry stands for  All about spreadsheets and no care for the human side ,1
 GGG knows he is going to knock him out no way this goes to judges ,0
 What Trumptards will be doing to dirty liberals in November  I was patient at first but now its clear the left has absolutely zero intention of playing by the rules  I hope President Trump CRUSHES your joke of a party under the fullest extent of the law ,1
 Do you have the state right    Cali and Chicago are protected by many strict gun control laws ,1
 I dont understand why she should be heard  I SHOULD BE HEARD and I have pictures and scars from my TRAUMA #ILLEGALALIEN left his car I  The middle of #405 fwy in 1982 - when I was 18! We were badly damaged! #California #losangeles #Kavanaugh #MAGA URL,0
